"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
"302","b1","46","2020-02-02 00:51:57.818444"
"303","b4","50","2020-02-02 00:51:57.896345"
"304","b6","20","2020-02-02 00:51:58.029963"
"305","b11","29","2020-02-02 00:51:58.063400"
"306","b10","47","2020-02-02 00:51:58.096884"
"307","b8","38","2020-02-02 00:51:58.230324"
"308","b18","30","2020-02-02 00:51:58.297058"
"309","b21","28","2020-02-02 00:51:58.341302"
"310","b20","34","2020-02-02 00:51:58.415354"
"311","b16","35","2020-02-02 00:51:58.508749"
"312","b14","49","2020-02-02 00:51:58.542081"
"313","b26","50","2020-02-02 00:51:58.742572"
"314","b24","27","2020-02-02 00:51:58.823597"
"315","b28","43","2020-02-02 00:51:58.866627"
"316","b30","37","2020-02-02 00:51:59.044694"
"317","b31","26","2020-02-02 00:51:59.089121"
"318","b36","31","2020-02-02 00:51:59.179056"
"319","b38","27","2020-02-02 00:51:59.267780"
"320","b40","23","2020-02-02 00:51:59.357142"
"321","b34","44","2020-02-02 00:51:59.445212"
"322","b41","26","2020-02-02 00:51:59.501359"
"323","b44","20","2020-02-02 00:51:59.601698"
"324","b48","50","2020-02-02 00:51:59.736316"
"325","b50","20","2020-02-02 00:51:59.770094"
"326","b46","50","2020-02-02 00:51:59.803100"
"327","b1","37","2020-02-02 00:51:59.869978"
"328","b14","50","2020-02-02 00:52:00.004285"
"329","b6","29","2020-02-02 00:52:00.148884"
"330","b26","49","2020-02-02 00:52:00.238223"
"331","b8","21","2020-02-02 00:52:00.282666"
"332","b11","45","2020-02-02 00:52:00.327499"
"333","b28","49","2020-02-02 00:52:00.461623"
"334","b36","24","2020-02-02 00:52:00.528320"
"335","b10","26","2020-02-02 00:52:00.573509"
"336","b21","39","2020-02-02 00:52:00.662329"
"337","b4","34","2020-02-02 00:52:00.750874"
"338","b20","31","2020-02-02 00:52:00.973718"
"339","b16","44","2020-02-02 00:52:01.018180"
"340","b24","32","2020-02-02 00:52:01.051604"
"341","b30","39","2020-02-02 00:52:01.085002"
"342","b18","44","2020-02-02 00:52:01.118047"
"343","b31","43","2020-02-02 00:52:01.185044"
"344","b38","24","2020-02-02 00:52:01.400204"
"345","b34","36","2020-02-02 00:52:01.485586"
"346","b40","31","2020-02-02 00:52:01.585857"
"347","b50","23","2020-02-02 00:52:01.619228"
"348","b44","48","2020-02-02 00:52:01.686217"
"349","b41","48","2020-02-02 00:52:01.753026"
"350","b46","22","2020-02-02 00:52:01.785586"
"351","b48","27","2020-02-02 00:52:01.819100"
